14218;Hot Chocolate;HOTCHOCOLATE;Don't Stop It Now;17/04/1976
14219;Miranda Lambert;MIRANDALAMBERT;White Liar;31/10/2009
14220;Jay & The Americans;JAYAMERICANS;Capture The Moment;28/03/1970
14221;Beyonce;BEYONCE;At Last;07/02/2009
14222;Beyonce;BEYONCE;Listen;06/01/2007
14223;Cat Stevens;CATSTEVENS;Was Dog A Doughnut;19/11/1977
14224;Trade Martin;TRADEMARTIN;That Stranger Used To Be My Girl;20/10/1962
14225;Ten Years After;TENYEARSAFTER;Love Like A Man;02/05/1970
14226;Ten Years After;TENYEARSAFTER;I'd Love To Change The World;25/09/1971
14227;Rosie & The Originals;ROSIEORIGINALS;Angel Baby;10/12/1960
14228;Rosie & The Originals;ROSIEORIGINALS;Lonely Blue Nights;11/03/1961
14229;Rockets;ROCKETS;Oh Well;07/07/1979
14230;Moby Grape;MOBYGRAPE;Omaha;08/07/1967
14231;Kathy Young with The Innocents;KATHYYOUNGWITHINNOCENTS;Happy Birthday Blues;18/02/1961
14232;Kathy Young with The Innocents;KATHYYOUNGWITHINNOCENTS;Magic Is The Night;16/09/1961
14233;Diane Renay;DIANERENAY;Navy Blue;25/01/1964
14234;Diane Renay;DIANERENAY;Kiss Me Sailor;04/04/1964
14235;Little Junior Parker;LITTLEJUNIORPARKER;Strange Things Happening;08/02/1964
14236;Ray Charles;RAYCHARLES;Them That Got;14/01/1961
14237;Ray Charles;RAYCHARLES;Hardhearted Hannah;19/11/1960
14238;Aretha Franklin;ARETHAFRANKLIN;Rock-A-Bye Your Baby With A Dixie Melody;07/10/1961
14239;Roy Orbison;ROYORBISON;In Dreams;09/02/1963
14240;Roy Orbison;ROYORBISON;You Got It;21/01/1989
14241;The Flamingos;FLAMINGOS;Mio Amore;16/07/1960
14242;The Vibrations;VIBRATIONS;The Watusi;18/02/1961
14243;Paul Peek;PAULPEEK;Brother-In-Law (He's A Moocher);13/05/1961
14244;Paul Peek;PAULPEEK;Pin The Tail On The Donkey;16/04/1966
14245;Dean Martin;DEANMARTIN;You'll Always Be The One I Love;26/12/1964
14246;Gloria Lynne;GLORIALYNNE;Don't Take Your Love From Me;04/07/1964
14247;The Drifters;DRIFTERS;Lonely Winds;21/05/1960
14248;Magazine 60;MAGAZINE60;Don Quichotte;10/05/1986
14249;Prism;PRISM;Turn On Your Radar;17/04/1982
14250;Lake;LAKE;Time Bomb;22/10/1977
14251;Prism;PRISM;Spaceship Superstar;22/10/1977
14252;Mark Dinning;MARKDINNING;The Lovin' Touch;20/08/1960
14253;Wax;WAX;Right Between The Eyes;15/03/1986
14254;Snail;SNAIL;The Joker;23/09/1978
14255;Styx;STYX;Nothing Ever Goes As Planned;11/07/1981
14256;Henry Mancini;HENRYMANCINI;Theme From Hatari!;14/07/1962
14257;The Esquires;ESQUIRES;You've Got The Power;28/12/1968
14258;Barry Mann;BARRYMANN;Talk To Me Baby;05/12/1964
14259;Herb Alpert;HERBALPERT;What Now My Love;19/03/1966
14260;Dee Dee Sharp;DEEDEESHARP;Gravy (For My Mashed Potatoes);16/06/1962
14261;Dee Dee Sharp;DEEDEESHARP;Ride!;20/10/1962
14262;Waylon Jennings;WAYLONJENNINGS;The Taker;17/10/1970
14263;The Fleetwoods;FLEETWOODS;Outside My Window;13/02/1960
14264;The Fleetwoods;FLEETWOODS;Runaround;21/05/1960
14265;Elton John;ELTONJOHN;Tiny Dancer;04/03/1972
14266;Jackie Wilson;JACKIEWILSON;Shake! Shake! Shake!;13/07/1963
14267;Glee Cast;GLEECAST;Rehab;06/06/2009
14268;Glee Cast;GLEECAST;Take A Bow;26/09/2009
14269;Tavares;TAVARES;Heaven Must Be Missing An Angel (Part 1);05/06/1976
14270;Glass Moon;GLASSMOON;On A Carousel;13/03/1982
14271;Zac Brown Band;ZACBROWNBAND;Chicken Fried;04/10/2008
14272;Rihanna;RIHANNA;Russian Roulette;07/11/2009
14273;Thomas Dolby;THOMASDOLBY;Hyperactive;25/02/1984
14274;The Chiffons;CHIFFONS;When The Boy's Happy (The Girl's Happy Too);09/11/1963
14275;The Chiffons;CHIFFONS;I Have A Boyfriend;16/11/1963
14276;The Chiffons;CHIFFONS;Sailor Boy;01/08/1964
14277;The Volume's;VOLUMES;I Love You;28/04/1962
14278;The Olympics;OLYMPICS;Little Pedro;25/03/1961
14279;The Olympics;OLYMPICS;Good Lovin';01/05/1965
14280;The Chanters;CHANTERS;No, No, No;17/06/1961
14281;Hank Ballard & The Midnighters;HANKBALLARDMIDNIGHTERS;Do You Know How To Twist;10/02/1962
14282;The Regents;REGENTS;Runaround;08/07/1961
14283;The Vibrations;VIBRATIONS;Misty;23/10/1965
14284;The Vibrations;VIBRATIONS;My Girl Sloopy;28/03/1964
14285;John Denver ;JOHNDENVER;Love Again;10/11/1984
14286;K'Naan;KNAAN;Wavin' Flag;14/03/2009
14287;Justin Bieber;JUSTINBIEBER;One Time;25/07/2009
14288;Curtis Lee;CURTISLEE;Under The Moon Of Love;14/10/1961
14289;Connie Francis;CONNIEFRANCIS;Many Tears Ago;05/11/1960
14290;Perez Prado;PEREZPRADO;Patricia - Twist;07/04/1962
14291;The Shells;SHELLS;Baby Oh Baby;17/12/1960
14292;The Blue Jays;BLUEJAYS;Lover's Island;12/08/1961
14293;The Pentagons;PENTAGONS;I Wonder (If Your Love Will Ever Belong To Me);28/10/1961
14294;The Velvets;VELVETS;Tonight (Could Be The Night);27/05/1961
14295;The Velvets;VELVETS;Laugh;07/10/1961
14296;Nas;NAS;Bridging The Gap;20/11/2004
14297;R. Kelly;RKELLY;The World's Greatest;29/12/2001
14298;Willi One Blood;WILLIONEBLOOD;Whiney, Whiney (From Dumb And Dumber);21/01/1995
14299;Orpheus;ORPHEUS;Brown Arms In Houston;31/05/1969
14300;T.I. Featuring Swizz Beatz;TI;Swing Ya Rag;13/09/2008
14301;KC & The Sunshine Band;KCSUNSHINEBAND;Boogie Shoes;11/02/1978
14302;Steel Breeze;STEELBREEZE;You Don't Want Me Anymore;28/08/1982
14303;Starbuck;STARBUCK;Searching For A Thrill;30/09/1978
14304;Go West;GOWEST;What You Won t Do For Love;13/03/1993
14305;Sam & Dave;SAMDAVE;I Thank You;27/01/1968
14306;T.G. Sheppard;TGSHEPPARD;I Loved 'Em Every One;14/03/1981
14307;T.G. Sheppard;TGSHEPPARD;Only One You;30/01/1982
14308;Amii Stewart;AMIISTEWART;Light My Fire/137 Disco Heaven;23/06/1979
14309;The Duprees;DUPREES;Have You Heard;09/11/1963
14310;Alicia Keys;ALICIAKEYS;Like You'll Never See Me Again;24/11/2007
14311;Stan Getz, Charlie Byrd;STANGETZCHARLIEBYRD;Desafinado;29/09/1962
14312;The Crystals;CRYSTALS;All Grown Up;01/08/1964
14313;The Ronettes;RONETTES;Walking In The Rain;24/10/1964
14314;Ronettes;RONETTES;Do I Love You?;20/06/1964
14315;The Ronettes;RONETTES;(The Best Part Of) Breakin' Up;04/04/1964
14316;Ronettes;RONETTES;Baby I Love You;21/12/1963
14317;The Ronettes;RONETTES;I Can Hear Music;29/10/1966
14318;Stacy Lattisaw;STACYLATTISAW;Nail It To The Wall;18/10/1986
14319;Nate Dogg Featuring Snoop Doggy Dogg;NATEDOGG;Never Leave Me Alone;09/11/1996
14320;Domino;DOMINO;Getto Jam;27/11/1993
14321;Nas;NAS;Got Ur Self A;15/12/2001
14322;Glee Cast;GLEECAST;True Colors;12/12/2009
14323;Tom Jones;TOMJONES;Green, Green Grass Of Home;24/12/1966
14324;Roy Orbison;ROYORBISON;The Crowd;02/06/1962
14325;Roy Orbison;ROYORBISON;I'm Hurtin';10/12/1960
14326;Roy Orbison;ROYORBISON;Workin' For The Man;22/09/1962
14327;Roy Orbison;ROYORBISON;Mean Woman Blues;07/09/1963
14328;Aretha Franklin;ARETHAFRANKLIN;Rough Lover;10/02/1962
14329;Aretha Franklin;ARETHAFRANKLIN;I Surrender, Dear;03/02/1962
14330;The Tymes;TYMES;People;16/11/1968
14331;The Shirelles;SHIRELLES;Baby It's You;16/12/1961
14332;The Cascades;CASCADES;Rhythm Of The Rain;12/01/1963
14333;Dick Hyman Trio;DICKHYMANTRIO;The Minotaur;31/05/1969
14334;Inner City;INNERCITY;Good Life;04/03/1989
14335;Jellybean ft Elisa Fiorillo;JELLYBEAN;Who Found Who;11/07/1987
14336;John Denver;JOHNDENVER;I'd Rather Be A Cowboy;26/05/1973
14337;Scott English;SCOTTENGLISH;Brandy;04/03/1972
14338;Cheap Trick;CHEAPTRICK;Wherever Would I Be;27/10/1990
14339;Gwen Stefani;GWENSTEFANI;Wind It Up;18/11/2006
14340;Tony Carey;TONYCAREY;West Coast Summer Nights;02/07/1983
14341;Bobbi Martin;BOBBIMARTIN;Don't Forget I Still Love You;28/11/1964
14342;Bobbi Martin;BOBBIMARTIN;I Love You So;29/05/1965
14343;Bobbi Martin;BOBBIMARTIN;Give A Woman Love;11/07/1970
14344;Bobbi Martin;BOBBIMARTIN;I Can't Stop Thinking Of You;13/03/1965
14345;The Shadows Of Knight;SHADOWSOFKNIGHT;Gloria;19/03/1966
14346;Sammy Turner;SAMMYTURNER;Paradise;13/02/1960
14347;Young Dro Featuring T.I.;YOUNGDRO;Shoulder Lean;17/06/2006
14348;Chubby Checker;CHUBBYCHECKER;Twist It Up;20/07/1963
14349;Chubby Checker;CHUBBYCHECKER;Let's Limbo Some More;16/02/1963
14350;Chubby Checker;CHUBBYCHECKER;(Dance The) Mess Around;22/04/1961
14351;Anne Murray;ANNEMURRAY;Another Sleepless Night;30/01/1982
14352;Anne Murray;ANNEMURRAY;Danny's Song;06/01/1973
14353;Pacific Gas & Electric;PACIFICGASELECTRIC;Thank God For You Baby;18/03/1972
14354;Mashmakhan;MASHMAKHAN;As The Years Go By;22/08/1970
14355;The Cuff Links;CUFFLINKS;Tracy;13/09/1969
14356;Vanilla Fudge;VANILLAFUDGE;You Keep Me Hangin' On;13/07/1968
14357;Buster Brown;BUSTERBROWN;Fannie Mae;30/01/1960
14358;Buster Brown;BUSTERBROWN;Is You Is Or Is You Ain't My Baby;17/09/1960
14359;Jermaine Stewart;JERMAINESTEWART;Jody;20/09/1986
14360;Jermaine Stewart;JERMAINESTEWART;The Word Is Out;02/02/1985
14361;The Vogues;VOGUES;Turn Around, Look At Me;15/06/1968
14362;The Vogues;VOGUES;That's The Tune;24/12/1966
14363;Ronnie Dove;RONNIEDOVE;My Babe;22/04/1967
14364;Ronnie Dove;RONNIEDOVE;Happy Summer Days;18/06/1966
14365;Tommy Roe;TOMMYROE;Pearl;20/06/1970
14366;Tommy Roe;TOMMYROE;Stagger Lee;21/08/1971
14367;Ronnie Dove;RONNIEDOVE;I Want To Love You For What You Are;05/08/1967
14368;Ronnie Dove;RONNIEDOVE;Mountain Of Love;08/06/1968
14369;The Vogues;VOGUES;Woman Helping Man;01/02/1969
14370;Sam And Dave;SAMANDDAVE;You Don't Know Like I Know;15/01/1966
14371;Boy Meets Girl;BOYMEETSGIRL;Oh Girl;06/04/1985
14372;Motley Crue;MOTLEYCRUE;Kickstart My Heart;25/11/1989
14373;Opus;OPUS;Live Is Life;25/01/1986
14374;Peter Wolf;PETERWOLF;99 Worlds;17/03/1990
14375;Tommy Tucker;TOMMYTUCKER;Long Tall Shorty;16/05/1964
14376;Adam Wade;ADAMWADE;Gloria's Theme;19/11/1960
14377;Joe Dowell;JOEDOWELL;Little Red Rented Rowboat;23/06/1962
14378;Claudine Clark;CLAUDINECLARK;Party Lights;30/06/1962
14379;Roy Head;ROYHEAD;My Babe;12/03/1966
14380;The Royaltones;ROYALTONES;Flamingo Express;14/01/1961
14381;Every Mothers' Son;EVERYMOTHERSSON;Put Your Mind At Ease;26/08/1967
14382;Every Mothers' Son;EVERYMOTHERSSON;Pony With The Golden Mane;11/11/1967
14383;Every Mothers' Son;EVERYMOTHERSSON;No One Knows;27/01/1968
14384;The Candymen;CANDYMEN;Georgia Pines;18/11/1967
14385;Lindisfarne;LINDISFARNE;Lady Eleanor;02/09/1972
14386;Marcie Blane;MARCIEBLANE;Bobby's Girl;20/10/1962
14387;Marcie Blane;MARCIEBLANE;What Does A Girl Do?;23/02/1963
14388;Bobby Hebb;BOBBYHEBB;Love Me;31/12/1966
14389;Divine;DIVINE;Lately;12/09/1998
14390;Tami Davis;TAMIDAVIS;How Do I Say I m Sorry;04/07/1998
14391;Davina;DAVINA;Come Over To My Place;18/04/1998
14392;Changing Faces;CHANGINGFACES;Stroke You Up;30/07/1994
14393;Yvette Michele;YVETTEMICHELE;I'm Not Feeling You;22/02/1997
14394;Chantay Savage;CHANTAYSAVAGE;I Will Survive;17/02/1996
14395;Violator Featuring Busta Rhymes;VIOLATOR;What It Is;30/06/2001
14396;Bing Crosby;BINGCROSBY;Adeste Fideles (Oh, Come, All Ye Faithful);10/12/1960
14397;The Arbors;ARBORS;I Can't Quit Her;31/05/1969
14398;The Arbors;ARBORS;A Symphony For Susan;15/10/1966
14399;Peanut Butter Conspiracy;PEANUTBUTTERCONSPIRACY;It's A Happening Thing;11/03/1967
14400;The Arbors;ARBORS;Graduation Day;17/06/1967
14401;Neil Diamond;NEILDIAMOND;New Orleans;06/01/1968
14402;Neil Diamond;NEILDIAMOND;The Long Way Home;11/08/1973
14403;Starland Vocal Band;STARLANDVOCALBAND;California Day;16/10/1976
14404;Starland Vocal Band;STARLANDVOCALBAND;Hail! Hail! Rock And Roll!;08/01/1977
14405;Margaret Whiting;MARGARETWHITING;Only Love Can Break A Heart;03/06/1967
14406;Ludacris Featuring Mary J. Blige;LUDACRIS;Runaway Love;02/12/2006
14407;Neil Sedaka;NEILSEDAKA;Should've Never Let You Go;29/03/1980
14408;DMX;DMX;What s My Name;15/01/2000
14409;Frankie Laine;FRANKIELAINE;I'll Take Care Of Your Cares;21/01/1967
14410;The Dovells;DOVELLS;You Can't Sit Down;27/04/1963
14411;Mary Wells;MARYWELLS;Ain't It The Truth;31/10/1964
14412;Fruit De La Passion;FRUITDELAPASSION;Tic Tic Tac;07/02/1998
14413;Tom Scott;TOMSCOTT;Uptown & Country;06/03/1976
14414;Paul McCartney;PAULMCCARTNEY;Freedom;15/12/2001
14415;Paul McCartney;PAULMCCARTNEY;Figure Of Eight;13/01/1990
14416;Paul McCartney With U2;PAULMCCARTNEYWITHU2;Sgt. Pepper's Lonely Hearts Club Band;23/07/2005
14417;Paul McCartney;PAULMCCARTNEY;Stranglehold;15/11/1986
14418;Paul McCartney;PAULMCCARTNEY;Press;02/08/1986
14419;Paul McCartney;PAULMCCARTNEY;Hope Of Deliverance;20/02/1993
14420;Grandmaster Slice;GRANDMASTERSLICE;Thinking Of You;26/10/1991
14421;Gucci Mane;GUCCIMANE;Freaky Gurl;06/10/2007
14422;Paul Anka;PAULANKA;Kissin' On The Phone;26/08/1961
14423;Buck Owens;BUCKOWENS;Buckaroo;13/11/1965
14424;Snoop Doggy Dogg;SNOOPDOGGYDOGG;Gin And Juice;29/01/1994
14425;Shakira;SHAKIRA;Objection (Tango);07/09/2002
14426;Hannah Montana;HANNAHMONTANA;He Could Be The One;25/07/2009
14427;Hannah Montana;HANNAHMONTANA;Ice Cream Freeze (Let's Chill);25/07/2009
14428;Hannah Montana;HANNAHMONTANA;If We Were A Movie;11/11/2006
14429;Boyz II Men;BOYZIIMEN;Motownphilly;15/06/1991
14430;Boyz II Men;BOYZIIMEN;End Of The Road (From Boomerang);18/07/1992
14431;Jose Feliciano;JOSEFELICIANO;Light My Fire;27/07/1968
14432;Rascal Flatts;RASCALFLATTS;Bless The Broken Road;18/12/2004
14433;Jack Nitzsche;JACKNITZSCHE;The Lonely Surfer;10/08/1963
14434;Johnny Crawford;JOHNNYCRAWFORD;Proud;05/01/1963
14435;Johnny Crawford;JOHNNYCRAWFORD;Cindy's Birthday;12/05/1962
14436;Johnny Crawford;JOHNNYCRAWFORD;Your Nose Is Gonna Grow;11/08/1962
14437;Johnny Crawford;JOHNNYCRAWFORD;Rumors;03/11/1962
14438;Johnny Crawford;JOHNNYCRAWFORD;Patti Ann;03/03/1962
14439;Johnny Crawford;JOHNNYCRAWFORD;Judy Loves Me;11/01/1964
14440;Johnny Crawford;JOHNNYCRAWFORD;Cindy's Gonna Cry;07/09/1963
14441;Johnny Crawford;JOHNNYCRAWFORD;Daydreams;10/06/1961
14442;Fontella Bass;FONTELLABASS;I Surrender;26/03/1966
14443;Fontella Bass;FONTELLABASS;Recovery;25/12/1965
14444;Jeannie C. Riley;JEANNIECRILEY;Good Enough To Be Your Wife;31/07/1971
14445;The Illusion;ILLUSION;Did You See Her Eyes;05/07/1969
14446;Al Caiola;ALCAIOLA;The Magnificent Seven;03/12/1960
14447;The Pixies Three;PIXIESTHREE;442 Glenwood Avenue;18/01/1964
14448;The Pixies Three;PIXIESTHREE;Birthday Party;17/08/1963
14449;The Pixies Three;PIXIESTHREE;Gee;18/04/1964
14450;Mickey Murray;MICKEYMURRAY;Shout Bamalama;07/10/1967
14451;Jackie Ross;JACKIEROSS;Selfish One;01/08/1964
14452;Jackie Ross;JACKIEROSS;I've Got The Skill;14/11/1964
14453;Jackie Ross;JACKIEROSS;Jerk And Twine;30/01/1965
14454;Rod McKuen;RODMCKUEN;Oliver Twist;20/01/1962
14455;The Pyramids;PYRAMIDS;Penetration;01/02/1964
14456;Jimmy Soul;JIMMYSOUL;Twistin' Matilda (and the channel);31/03/1962
14457;Napoleon XIV;NAPOLEONXIV;They're Coming To Take Me Away, Ha-Haaa!;23/07/1966
14458;Inez Foxx;INEZFOXX;Hurt By Love;25/04/1964
14459;Sandy Posey;SANDYPOSEY;I Take It Back;10/06/1967
14460;Sandy Posey;SANDYPOSEY;Single Girl;19/11/1966
14461;Bobby Curtola;BOBBYCURTOLA;Fortuneteller;05/05/1962
14462;Bobby Curtola;BOBBYCURTOLA;Aladdin;27/10/1962
14463;Little Eva;LITTLEEVA;Let's Turkey Trot;02/02/1963
14464;Little Eva;LITTLEEVA;Old Smokey Locomotion;01/06/1963
14465;Tommy Cash;TOMMYCASH;Six White Horses;13/12/1969
14466;The Vogues;VOGUES;Five O'Clock World;27/11/1965
14467;Jeannie C. Riley;JEANNIECRILEY;The Girl Most Likely;07/12/1968
14468;Patti Page;PATTIPAGE;Most People Get Married;21/04/1962
14469;The Earls;EARLS;Remember Then;15/12/1962
14470;The Fireballs;FIREBALLS;Ain't Gonna Tell Anybody;14/03/1964
14471;The Fireballs;FIREBALLS;Daisy Petal Pickin';14/12/1963
14472;The Fireballs;FIREBALLS;Sugar Shack;21/09/1963
14473;R. Kelly;RKELLY;Summer Bunnies;20/08/1994
14474;Jodeci;JODECI;Get On Up;18/05/1996
14475;Pete Rock ;PETEROCK;They Reminisce Over You (T.R.O.Y.);27/06/1992
14476;Lords Of The Underground;LORDSOFUNDERGROUND;Tic Toc;29/10/1994
14477;Brand Nubian;BRANDNUBIAN;Word Is Bond;29/10/1994
14478;Group Home;GROUPHOME;Supa Star;04/02/1995
14479;Craig Mack;CRAIGMACK;Get Down;31/12/1994
14480;Keith Murray;KEITHMURRAY;Get Lifted;04/03/1995
14481;Redman;REDMAN;Can't Wait;25/02/1995
14482;Ruby Andrews;RUBYANDREWS;Casonova (Your Playing Days Are Over);26/08/1967
14483;Ruby Andrews;RUBYANDREWS;You Made A Believer (Out Of Me);02/08/1969
14484;Ruby Andrews;RUBYANDREWS;Hey Boy Take A Chance On Love;20/01/1968
14485;Edith Piaf;EDITHPIAF;Milord;04/03/1961
14486;Herman's Hermits;HERMANSHERMITS;Silhouettes;03/04/1965
14487;Johnny & The Hurricanes;JOHNNYHURRICANES;You Are My Sunshine;03/12/1960
14488;Mina;MINA;This World We Love In (Il Cielo In Una Stanza);06/05/1961
14489;Betty Everett;BETTYEVERETT;You're No Good;23/11/1963
14490;King Harvest;KINGHARVEST;Dancing In The Moonlight;28/10/1972
14491;Rockell [Duet With Collage];ROCKELLDUETWITHCOLLAGE;Can t We Try;04/07/1998
14492;Rockell;ROCKELL;In A Dream;06/09/1997
14493;Rockell;ROCKELL;I Fell In Love;09/11/1996
14494;Reina;REINA;No One's Gonna Change You;12/04/2003
14495;Cynthia;CYNTHIA;If I Had The Chance;17/10/1998
14496;K5;K5;Passion;08/02/1997
14497;Cascada;CASCADA;Everytime We Touch;17/12/2005
14498;Robin Ward;ROBINWARD;Wonderful Summer;02/11/1963
14499;Bobby Vinton;BOBBYVINTON;Satin Pillows;04/12/1965
14500;Bobby Vinton;BOBBYVINTON;Over The Mountain (Across The Sea);09/03/1963
14501;Friend & Lover;FRIENDLOVER;Reach Out Of The Darkness;18/05/1968
14502;Friend & Lover;FRIENDLOVER;If Love Is In Your Heart;31/08/1968
14503;Ernie Freeman;ERNIEFREEMAN;The Twist;06/01/1962
14504;The Happenings;HAPPENINGS;See You In September;09/07/1966
14505;The Happenings;HAPPENINGS;Music Music Music;17/02/1968
14506;The Critters;CRITTERS;Younger Girl;28/05/1966
14507;Bobby Vee;BOBBYVEE;Come Back When You Grow Up;22/07/1967
14508;Bobby Vee;BOBBYVEE;Punish Her;01/09/1962
14509;Bobby Vee;BOBBYVEE;Please Don't Ask About Barbara;24/02/1962
14510;Bobby Vee;BOBBYVEE;Walkin' With My Angel;25/11/1961
14511;Bobby Vee;BOBBYVEE;I Can't Say Goodbye;24/02/1962
14512;Bill Haley & His Comets;BILLHALEYHISCOMETS;Skokiaan (South African Song);02/01/1960
14513;America;AMERICA;Ventura Highway;21/10/1972
14514;Percy Sledge;PERCYSLEDGE;It Tears Me Up;22/10/1966
14515;Silver Convention;SILVERCONVENTION;Fly, Robin, Fly;11/10/1975
14516;The Drifters;DRIFTERS;Come On Over To My Place;24/04/1965
14517;The Drifters;DRIFTERS;I Count The Tears;17/12/1960
14518;Pretty Poison;PRETTYPOISON;Nightime;02/04/1988
14519;The Fools;FOOLS;It's A Night For Beautiful Girls;19/04/1980
14520;The Fools;FOOLS;Running Scared;07/03/1981
14521;Warrant;WARRANT;Cherry Pie;08/09/1990
14522;Huey Piano Smith & The Clowns;HUEYPIANOSMITHCLOWNS;Pop-Eye;17/02/1962
14523;Cameo;CAMEO;She s Strange;07/04/1984
14524;Device;DEVICE;Hanging On A Heart Attack;14/06/1986
14525;Hotel;HOTEL;You've Got Another Thing Coming;14/07/1979
14526;Amazing Rhythm Aces;AMAZINGRHYTHMACES;The End Is Not In Sight (The Cowboy Tune);18/09/1976
14527;Vitamin Z;VITAMINZ;Burning Flame;15/06/1985
14528;Amazing Rhythm Aces;AMAZINGRHYTHMACES;Third Rate Romance;21/06/1975
14529;Pure Prairie League;PUREPRAIRIELEAGUE;Amie;01/03/1975
14530;Orion The Hunter;ORIONHUNTER;So You Ran;02/06/1984
14531;Jim Steinman;JIMSTEINMAN;Rock And Roll Dreams Come Through;30/05/1981
14532;Silver Condor;SILVERCONDOR;You Could Take My Heart Away;25/07/1981
14533;Face To Face;FACETOFACE;10/09/2008;02/06/1984
14534;Ironhorse;IRONHORSE;Sweet Lui-Louise;17/03/1979
14535;Mr. Mister;MRMISTER;Hunters Of The Night;17/03/1984
14536;Tycoon;TYCOON;Such A Woman;17/03/1979
14537;Janey Street;JANEYSTREET;Say Hello To Ronnie;06/10/1984
14538;Autograph;AUTOGRAPH;Turn Up The Radio;22/12/1984
14539;Grace Slick;GRACESLICK;Seasons;19/04/1980
14540;Robert Ellis Orrall;ROBERTELLISORRALL;I Couldn't Say No;26/03/1983
14541;Player;PLAYER;If Looks Could Kill;23/01/1982
14542;Robert Hazard;ROBERTHAZARD;Escalator Of Life;05/03/1983
14543;The Dillman Band;DILLMANBAND;Lovin' The Night Away;09/05/1981
14544;Boyz II Men;BOYZIIMEN;Uhh Ahh;14/12/1991
14545;Glee Cast;GLEECAST;Keep Holding On;31/10/2009
14546;The Everly Brothers;EVERLYBROTHERS;Don't Blame Me;23/09/1961
14547;Frank Sinatra;FRANKSINATRA;Anytime (I'll Be There);19/04/1975
14548;Wayne Fontana And The Mindbenders;WAYNEFONTANAANDMINDBENDERS;Game Of Love;20/03/1965
14549;Eddie Rabbitt;EDDIERABBITT;Drivin' My Life Away;21/06/1980
14550;Johnny Thunder;JOHNNYTHUNDER;Loop De Loop;22/12/1962
14551;Shawty Lo;SHAWTYLO;Dey Know;26/01/2008
14552;Gene Chandler;GENECHANDLER;You Threw A Lucky Punch;24/11/1962
14553;Gene Chandler;GENECHANDLER;To Be A Lover;10/06/1967
14554;Gene Chandler;GENECHANDLER;Rainbow;23/02/1963
14555;Mary Wells;MARYWELLS;You Beat Me To The Punch;11/08/1962
14556;Bobby Bare;BOBBYBARE;Four Strong Winds;31/10/1964
14557;Gary U.S. Bonds;GARYUSBONDS;New Orleans;15/10/1960
14558;Ray Charles;RAYCHARLES;I Gotta Woman (Part One);17/04/1965
14559;Marvin Gaye;MARVINGAYE;What's Going On;20/02/1971
14560;Ronnie Dove;RONNIEDOVE;Right Or Wrong;24/10/1964
14561;Ronnie Dove;RONNIEDOVE;Let's Start All Over Again;16/04/1966
14562;Ronnie Dove;RONNIEDOVE;When Liking Turns To Loving;22/01/1966
14563;We Five;WEFIVE;You Were On My Mind;24/07/1965
14564;We Five;WEFIVE;Let's Get Together;13/11/1965
14565;Jack Johnson;JACKJOHNSON;Flake;03/08/2002
14566;Jerry Butler;JERRYBUTLER;You Can Run (But You Can't Hide);13/10/1962
14567;Jerry Butler;JERRYBUTLER;Good Times;06/03/1965
14568;Earl Grant;EARLGRANT;House Of Bamboo;26/03/1960
14569;Earl Grant;EARLGRANT;Stand By Me;23/10/1965
14570;Earl Grant;EARLGRANT;Sweet Sixteen Bars;08/09/1962
14571;Steve Alaimo;STEVEALAIMO;So Much Love;21/05/1966
14572;Steve Alaimo;STEVEALAIMO;Cast Your Fate To The Wind;26/06/1965
14573;Steve Alaimo;STEVEALAIMO;Real Live Girl;06/03/1965
14574;Steve Alaimo;STEVEALAIMO;When My Little Girl Is Smiling;26/06/1971
14575;Steve Alaimo;STEVEALAIMO;Amerikan Music;29/04/1972
14576;The Chartbusters;CHARTBUSTERS;She's The One;11/07/1964
14577;Arlo Guthrie;ARLOGUTHRIE;The City Of New Orleans;29/07/1972
14578;Bent Fabric & His Piano;BENTFABRICHISPIANO;Alley Cat;28/07/1962
14579;Bent Fabric & His Piano;BENTFABRICHISPIANO;Chicken Feed;12/01/1963
14580;Elvis Presley;ELVISPRESLEY;(Marie's the Name) His Latest Flame;26/08/1961
14581;Elvis Presley;ELVISPRESLEY;Crying In The Chapel;24/04/1965
14582;The Isley Brothers;ISLEYBROTHERS;That Lady (Part 1);14/07/1973
14583;Nat King Cole;NATKINGCOLE;Time And The River;30/01/1960
14584;Ike & Tina Turner;IKETINATURNER;Nutbush City Limits;08/09/1973
14585;Baby Boy Da Prince Featuring Lil Boosie;BABYBOYDAPRINCE;The Way I Live;30/12/2006
14586;Kathy Kirby;KATHYKIRBY;The Way Of Love;18/09/1965
14587;Tammi Terrell;TAMMITERRELL;I Cried;17/08/1963
14588;Billy Joe Royal;BILLYJOEROYAL;Cherry Hill Park;04/10/1969
14589;The Tams;TAMS;You Lied To Your Daddy;21/03/1964
14590;The Gap Band;GAPBAND;Burn Rubber (Why You Wanna Hurt Me);28/02/1981
14591;Merle Haggard;MERLEHAGGARD;Soldier's Last Letter;20/03/1971
14592;Duane Eddy;DUANEEDDY;Theme From Dixie;18/03/1961
14593;Duane Eddy;DUANEEDDY;Ring Of Fire;27/05/1961
14594;Great White;GREATWHITE;Call It Rock 'N' Roll;09/03/1991
14595;Great White;GREATWHITE;Once Bitten Twice Shy;13/05/1989
14596;Great White;GREATWHITE;Save Your Love;23/01/1988
14597;Great White;GREATWHITE;House Of Broken Love;17/03/1990
14598;Great White;GREATWHITE;The Angel Song;30/09/1989
